"year","quarter_num","quarter","geography","vehicle_type","broad_vehicle_type","fuel_type","sales"
2024,1,"Q1 2024","Australia","Small Car","passenger","ICE",24160
2024,1,"Q1 2024","Australia","Sports Car","passenger","ICE",2250
2024,1,"Q1 2024","Australia","Large Car","passenger","PHEV",6
2024,1,"Q1 2024","Australia","Medium Car","passenger","PHEV",134
2024,1,"Q1 2024","Australia","Small Car","passenger","PHEV",43
2024,1,"Q1 2024","Australia","Sports Car","passenger","PHEV",27
2024,1,"Q1 2024","Australia","People Mover","people_mover","BEV",5
2024,1,"Q1 2024","Australia","People Mover","people_mover","HEV",112
2024,1,"Q1 2024","Australia","People Mover","people_mover","ICE",2370
2024,1,"Q1 2024","Australia","Large SUV","SUV","BEV",1474
2024,1,"Q1 2024","Australia","Medium SUV","SUV","BEV",10157
2024,1,"Q1 2024","Australia","Small SUV","SUV","BEV",2525
2024,1,"Q1 2024","Australia","Medium SUV","SUV","FCEV",0
2024,1,"Q1 2024","Australia","Large SUV","SUV","HEV",2920
2024,1,"Q1 2024","Australia","Medium SUV","SUV","HEV",14860
2024,1,"Q1 2024","Australia","Small SUV","SUV","HEV",6952
2024,1,"Q1 2024","Australia","Large SUV","SUV","ICE",40262
2024,1,"Q1 2024","Australia","Medium SUV","SUV","ICE",41556
2024,1,"Q1 2024","Australia","Small SUV","SUV","ICE",48312
2024,1,"Q1 2024","Australia","Large SUV","SUV","PHEV",424
2024,1,"Q1 2024","Australia","Medium SUV","SUV","PHEV",1858
2024,1,"Q1 2024","Australia","Small SUV","SUV","PHEV",934
2024,2,"Q2 2024","Australia","Ute (2WD)","light_commercial","BEV",3
2024,2,"Q2 2024","Australia","Ute (4WD)","light_commercial","BEV",0
2024,2,"Q2 2024","Australia","Van","light_commercial","BEV",132
2024,2,"Q2 2024","Australia","Ute (4WD)","light_commercial","HEV",119
2024,2,"Q2 2024","Australia","Ute (2WD)","light_commercial","ICE",7129
2024,2,"Q2 2024","Australia","Ute (4WD)","light_commercial","ICE",58836
2024,2,"Q2 2024","Australia","Van","light_commercial","ICE",7317
2024,2,"Q2 2024","Australia","Ute (4WD)","light_commercial","PHEV",0
2024,2,"Q2 2024","Australia","Van","light_commercial","PHEV",0
2024,2,"Q2 2024","Australia","Large Car","passenger","BEV",166
2024,2,"Q2 2024","Australia","Medium Car","passenger","BEV",8624
2024,2,"Q2 2024","Australia","Small Car","passenger","BEV",2622
2024,2,"Q2 2024","Australia","Sports Car","passenger","BEV",6
2024,2,"Q2 2024","Australia","Large Car","passenger","FCEV",4
2024,2,"Q2 2024","Australia","Large Car","passenger","HEV",2
2024,2,"Q2 2024","Australia","Medium Car","passenger","HEV",6379
2024,2,"Q2 2024","Australia","Small Car","passenger","HEV",6031
2024,2,"Q2 2024","Australia","Sports Car","passenger","HEV",1
2024,2,"Q2 2024","Australia","Large Car","passenger","ICE",437
2024,2,"Q2 2024","Australia","Medium Car","passenger","ICE",3331
2024,2,"Q2 2024","Australia","Small Car","passenger","ICE",26234
2024,2,"Q2 2024","Australia","Sports Car","passenger","ICE",2392
2024,2,"Q2 2024","Australia","Large Car","passenger","PHEV",4
2024,2,"Q2 2024","Australia","Medium Car","passenger","PHEV",133
2024,2,"Q2 2024","Australia","Small Car","passenger","PHEV",38
2024,2,"Q2 2024","Australia","Sports Car","passenger","PHEV",37
2024,2,"Q2 2024","Australia","People Mover","people_mover","BEV",4
2024,2,"Q2 2024","Australia","People Mover","people_mover","HEV",87
2024,2,"Q2 2024","Australia","People Mover","people_mover","ICE",3701
2024,2,"Q2 2024","Australia","Large SUV","SUV","BEV",1290
2024,2,"Q2 2024","Australia","Medium SUV","SUV","BEV",8277
2024,2,"Q2 2024","Australia","Small SUV","SUV","BEV",4229
2024,2,"Q2 2024","Australia","Medium SUV","SUV","FCEV",1
2024,2,"Q2 2024","Australia","Large SUV","SUV","HEV",3822
2024,2,"Q2 2024","Australia","Medium SUV","SUV","HEV",21315
2024,2,"Q2 2024","Australia","Small SUV","SUV","HEV",8971
2024,2,"Q2 2024","Australia","Large SUV","SUV","ICE",39435
2024,2,"Q2 2024","Australia","Medium SUV","SUV","ICE",40144
2024,2,"Q2 2024","Australia","Small SUV","SUV","ICE",47173
2024,2,"Q2 2024","Australia","Large SUV","SUV","PHEV",392
2024,2,"Q2 2024","Australia","Medium SUV","SUV","PHEV",3184
2024,2,"Q2 2024","Australia","Small SUV","SUV","PHEV",887
2024,3,"Q3 2024","Australia","Ute (2WD)","light_commercial","BEV",10
2024,3,"Q3 2024","Australia","Ute (4WD)","light_commercial","BEV",0
2024,3,"Q3 2024","Australia","Van","light_commercial","BEV",86
2024,3,"Q3 2024","Australia","Ute (4WD)","light_commercial","HEV",210
2024,3,"Q3 2024","Australia","Ute (2WD)","light_commercial","ICE",6314
2024,3,"Q3 2024","Australia","Ute (4WD)","light_commercial","ICE",51447
2024,3,"Q3 2024","Australia","Van","light_commercial","ICE",6501
2024,3,"Q3 2024","Australia","Ute (4WD)","light_commercial","PHEV",0
2024,3,"Q3 2024","Australia","Van","light_commercial","PHEV",0
2024,3,"Q3 2024","Australia","Large Car","passenger","BEV",185
2024,3,"Q3 2024","Australia","Medium Car","passenger","BEV",5519
2024,3,"Q3 2024","Australia","Small Car","passenger","BEV",2256
2024,3,"Q3 2024","Australia","Sports Car","passenger","BEV",4
2024,3,"Q3 2024","Australia","Large Car","passenger","FCEV",3
2024,3,"Q3 2024","Australia","Large Car","passenger","HEV",2
2024,3,"Q3 2024","Australia","Medium Car","passenger","HEV",3080
2024,3,"Q3 2024","Australia","Small Car","passenger","HEV",6492
2024,3,"Q3 2024","Australia","Sports Car","passenger","HEV",3
2024,3,"Q3 2024","Australia","Large Car","passenger","ICE",469
2024,3,"Q3 2024","Australia","Medium Car","passenger","ICE",2430
2024,3,"Q3 2024","Australia","Small Car","passenger","ICE",23435
2024,3,"Q3 2024","Australia","Sports Car","passenger","ICE",2748
2024,3,"Q3 2024","Australia","Large Car","passenger","PHEV",4
2024,3,"Q3 2024","Australia","Medium Car","passenger","PHEV",93
2024,3,"Q3 2024","Australia","Small Car","passenger","PHEV",44
2024,3,"Q3 2024","Australia","Sports Car","passenger","PHEV",53
2024,3,"Q3 2024","Australia","People Mover","people_mover","BEV",10
2024,3,"Q3 2024","Australia","People Mover","people_mover","HEV",415
2024,3,"Q3 2024","Australia","People Mover","people_mover","ICE",3491
2024,3,"Q3 2024","Australia","Large SUV","SUV","BEV",1288
2024,3,"Q3 2024","Australia","Medium SUV","SUV","BEV",6235
2024,3,"Q3 2024","Australia","Small SUV","SUV","BEV",3464
2024,3,"Q3 2024","Australia","Medium SUV","SUV","FCEV",0
2024,3,"Q3 2024","Australia","Large SUV","SUV","HEV",6133
2024,3,"Q3 2024","Australia","Medium SUV","SUV","HEV",23571
2024,3,"Q3 2024","Australia","Small SUV","SUV","HEV",8376
2024,3,"Q3 2024","Australia","Large SUV","SUV","ICE",34696
2024,3,"Q3 2024","Australia","Medium SUV","SUV","ICE",37035
2024,3,"Q3 2024","Australia","Small SUV","SUV","ICE",45867
2024,3,"Q3 2024","Australia","Large SUV","SUV","PHEV",464
2024,3,"Q3 2024","Australia","Medium SUV","SUV","PHEV",5978
2024,3,"Q3 2024","Australia","Small SUV","SUV","PHEV",687
2024,4,"Q4 2024","Australia","Ute (2WD)","light_commercial","BEV",10
2024,4,"Q4 2024","Australia","Ute (4WD)","light_commercial","BEV",0
2024,4,"Q4 2024","Australia","Van","light_commercial","BEV",57
2024,4,"Q4 2024","Australia","Ute (4WD)","light_commercial","HEV",375
2024,4,"Q4 2024","Australia","Ute (2WD)","light_commercial","ICE",5742
2024,4,"Q4 2024","Australia","Ute (4WD)","light_commercial","ICE",48623
2024,4,"Q4 2024","Australia","Van","light_commercial","ICE",6712
2024,4,"Q4 2024","Australia","Ute (4WD)","light_commercial","PHEV",0
2024,4,"Q4 2024","Australia","Van","light_commercial","PHEV",0
2024,4,"Q4 2024","Australia","Large Car","passenger","BEV",126
2024,4,"Q4 2024","Australia","Medium Car","passenger","BEV",4812
2024,4,"Q4 2024","Australia","Small Car","passenger","BEV",4389
2024,4,"Q4 2024","Australia","Sports Car","passenger","BEV",47
2024,4,"Q4 2024","Australia","Large Car","passenger","FCEV",0
2024,4,"Q4 2024","Australia","Large Car","passenger","HEV",0
2024,4,"Q4 2024","Australia","Medium Car","passenger","HEV",1557
2024,4,"Q4 2024","Australia","Small Car","passenger","HEV",5602
2024,4,"Q4 2024","Australia","Sports Car","passenger","HEV",9
2024,4,"Q4 2024","Australia","Large Car","passenger","ICE",336
2024,4,"Q4 2024","Australia","Medium Car","passenger","ICE",1867
2024,4,"Q4 2024","Australia","Small Car","passenger","ICE",20974
2024,4,"Q4 2024","Australia","Sports Car","passenger","ICE",2994
2024,4,"Q4 2024","Australia","Large Car","passenger","PHEV",55
2024,4,"Q4 2024","Australia","Medium Car","passenger","PHEV",53
2024,4,"Q4 2024","Australia","Small Car","passenger","PHEV",29
2024,4,"Q4 2024","Australia","Sports Car","passenger","PHEV",57
2024,4,"Q4 2024","Australia","People Mover","people_mover","BEV",33
2024,4,"Q4 2024","Australia","People Mover","people_mover","HEV",375
2024,4,"Q4 2024","Australia","People Mover","people_mover","ICE",3051
2024,4,"Q4 2024","Australia","Large SUV","SUV","BEV",910
2024,4,"Q4 2024","Australia","Medium SUV","SUV","BEV",7657
2024,4,"Q4 2024","Australia","Small SUV","SUV","BEV",3290
2024,4,"Q4 2024","Australia","Medium SUV","SUV","FCEV",0
2024,4,"Q4 2024","Australia","Large SUV","SUV","HEV",4485
2024,4,"Q4 2024","Australia","Medium SUV","SUV","HEV",22324
2024,4,"Q4 2024","Australia","Small SUV","SUV","HEV",8074
2024,4,"Q4 2024","Australia","Large SUV","SUV","ICE",40694
2024,4,"Q4 2024","Australia","Medium SUV","SUV","ICE",36163
2024,4,"Q4 2024","Australia","Small SUV","SUV","ICE",48450
2024,4,"Q4 2024","Australia","Large SUV","SUV","PHEV",945
2024,4,"Q4 2024","Australia","Medium SUV","SUV","PHEV",5795
2024,4,"Q4 2024","Australia","Small SUV","SUV","PHEV",622
2025,1,"Q1 2025","Australia","Ute (2WD)","light_commercial","BEV",7
2025,1,"Q1 2025","Australia","Ute (4WD)","light_commercial","BEV",0
2025,1,"Q1 2025","Australia","Van","light_commercial","BEV",158
2025,1,"Q1 2025","Australia","Ute (4WD)","light_commercial","HEV",387
2025,1,"Q1 2025","Australia","Ute (2WD)","light_commercial","ICE",5156
2025,1,"Q1 2025","Australia","Ute (4WD)","light_commercial","ICE",46890
2025,1,"Q1 2025","Australia","Van","light_commercial","ICE",5906
2025,1,"Q1 2025","Australia","Ute (4WD)","light_commercial","PHEV",4836
2025,1,"Q1 2025","Australia","Van","light_commercial","PHEV",0
2025,1,"Q1 2025","Australia","Large Car","passenger","BEV",285
2025,1,"Q1 2025","Australia","Medium Car","passenger","BEV",2824
2025,1,"Q1 2025","Australia","Small Car","passenger","BEV",2303
2025,1,"Q1 2025","Australia","Sports Car","passenger","BEV",25
2025,1,"Q1 2025","Australia","Large Car","passenger","FCEV",1
2025,1,"Q1 2025","Australia","Large Car","passenger","HEV",0
2025,1,"Q1 2025","Australia","Medium Car","passenger","HEV",1977
2025,1,"Q1 2025","Australia","Small Car","passenger","HEV",6106
2025,1,"Q1 2025","Australia","Sports Car","passenger","HEV",3
2025,1,"Q1 2025","Australia","Large Car","passenger","ICE",333
2025,1,"Q1 2025","Australia","Medium Car","passenger","ICE",1792
2025,1,"Q1 2025","Australia","Small Car","passenger","ICE",19886
2025,1,"Q1 2025","Australia","Sports Car","passenger","ICE",2941
2025,1,"Q1 2025","Australia","Large Car","passenger","PHEV",43
2025,1,"Q1 2025","Australia","Medium Car","passenger","PHEV",40
2025,1,"Q1 2025","Australia","Small Car","passenger","PHEV",36
2025,1,"Q1 2025","Australia","Sports Car","passenger","PHEV",62
2025,1,"Q1 2025","Australia","People Mover","people_mover","BEV",72
2025,1,"Q1 2025","Australia","People Mover","people_mover","HEV",598
2025,1,"Q1 2025","Australia","People Mover","people_mover","ICE",2575
2025,1,"Q1 2025","Australia","Large SUV","SUV","BEV",972
2025,1,"Q1 2025","Australia","Medium SUV","SUV","BEV",7868
2025,1,"Q1 2025","Australia","Small SUV","SUV","BEV",3387
2025,1,"Q1 2025","Australia","Medium SUV","SUV","FCEV",0
2025,1,"Q1 2025","Australia","Large SUV","SUV","HEV",4235
2025,1,"Q1 2025","Australia","Medium SUV","SUV","HEV",21526
2025,1,"Q1 2025","Australia","Small SUV","SUV","HEV",12182
2025,1,"Q1 2025","Australia","Large SUV","SUV","ICE",36914
2025,1,"Q1 2025","Australia","Medium SUV","SUV","ICE",36205
2025,1,"Q1 2025","Australia","Small SUV","SUV","ICE",47313
2025,1,"Q1 2025","Australia","Large SUV","SUV","PHEV",1480
2025,1,"Q1 2025","Australia","Medium SUV","SUV","PHEV",6440
2025,1,"Q1 2025","Australia","Small SUV","SUV","PHEV",774
2025,2,"Q2 2025","Australia","Ute (2WD)","light_commercial","BEV",1
2025,2,"Q2 2025","Australia","Ute (4WD)","light_commercial","BEV",0
2025,2,"Q2 2025","Australia","Van","light_commercial","BEV",130
2025,2,"Q2 2025","Australia","Ute (4WD)","light_commercial","HEV",322
2025,2,"Q2 2025","Australia","Ute (2WD)","light_commercial","ICE",6340
2025,2,"Q2 2025","Australia","Ute (4WD)","light_commercial","ICE",54253
2025,2,"Q2 2025","Australia","Van","light_commercial","ICE",6232
2025,2,"Q2 2025","Australia","Ute (4WD)","light_commercial","PHEV",5919
2025,2,"Q2 2025","Australia","Van","light_commercial","PHEV",0
2025,2,"Q2 2025","Australia","Large Car","passenger","BEV",219
2025,2,"Q2 2025","Australia","Medium Car","passenger","BEV",3531
2025,2,"Q2 2025","Australia","Small Car","passenger","BEV",2719
2025,2,"Q2 2025","Australia","Sports Car","passenger","BEV",22
2025,2,"Q2 2025","Australia","Large Car","passenger","FCEV",1
2025,2,"Q2 2025","Australia","Large Car","passenger","HEV",3
2025,2,"Q2 2025","Australia","Medium Car","passenger","HEV",2755
2025,2,"Q2 2025","Australia","Small Car","passenger","HEV",6458
2025,2,"Q2 2025","Australia","Sports Car","passenger","HEV",4
2025,2,"Q2 2025","Australia","Large Car","passenger","ICE",391
2025,2,"Q2 2025","Australia","Medium Car","passenger","ICE",1885
2025,2,"Q2 2025","Australia","Small Car","passenger","ICE",17937
2025,2,"Q2 2025","Australia","Sports Car","passenger","ICE",3813
2025,2,"Q2 2025","Australia","Large Car","passenger","PHEV",101
2025,2,"Q2 2025","Australia","Medium Car","passenger","PHEV",126
2025,2,"Q2 2025","Australia","Small Car","passenger","PHEV",5
2025,2,"Q2 2025","Australia","Sports Car","passenger","PHEV",59
2025,2,"Q2 2025","Australia","People Mover","people_mover","BEV",185
2025,2,"Q2 2025","Australia","People Mover","people_mover","HEV",679
2025,2,"Q2 2025","Australia","People Mover","people_mover","ICE",2978
2025,2,"Q2 2025","Australia","Large SUV","SUV","BEV",782
2025,2,"Q2 2025","Australia","Medium SUV","SUV","BEV",17151
2025,2,"Q2 2025","Australia","Small SUV","SUV","BEV",4504
2025,2,"Q2 2025","Australia","Medium SUV","SUV","FCEV",0
2025,2,"Q2 2025","Australia","Large SUV","SUV","HEV",5182
2025,2,"Q2 2025","Australia","Medium SUV","SUV","HEV",18449
2025,2,"Q2 2025","Australia","Small SUV","SUV","HEV",12880
2025,2,"Q2 2025","Australia","Large SUV","SUV","ICE",46663
2025,2,"Q2 2025","Australia","Medium SUV","SUV","ICE",36893
2025,2,"Q2 2025","Australia","Small SUV","SUV","ICE",48921
2025,2,"Q2 2025","Australia","Large SUV","SUV","PHEV",856
2025,2,"Q2 2025","Australia","Medium SUV","SUV","PHEV",4635
2025,2,"Q2 2025","Australia","Small SUV","SUV","PHEV",201
2025,3,"Q3 2025","Australia","Ute (2WD)","light_commercial","BEV",1
2025,3,"Q3 2025","Australia","Ute (4WD)","light_commercial","BEV",0
2025,3,"Q3 2025","Australia","Van","light_commercial","BEV",111
2025,3,"Q3 2025","Australia","Ute (4WD)","light_commercial","HEV",258
2025,3,"Q3 2025","Australia","Ute (2WD)","light_commercial","ICE",6064
2025,3,"Q3 2025","Australia","Ute (4WD)","light_commercial","ICE",51306
2025,3,"Q3 2025","Australia","Van","light_commercial","ICE",5269
2025,3,"Q3 2025","Australia","Ute (4WD)","light_commercial","PHEV",4839
2025,3,"Q3 2025","Australia","Van","light_commercial","PHEV",15
2025,3,"Q3 2025","Australia","Large Car","passenger","BEV",172
2025,3,"Q3 2025","Australia","Medium Car","passenger","BEV",3489
2025,3,"Q3 2025","Australia","Small Car","passenger","BEV",2150
2025,3,"Q3 2025","Australia","Sports Car","passenger","BEV",8
2025,3,"Q3 2025","Australia","Large Car","passenger","FCEV",0
2025,3,"Q3 2025","Australia","Large Car","passenger","HEV",3
2025,3,"Q3 2025","Australia","Medium Car","passenger","HEV",3525
2025,3,"Q3 2025","Australia","Small Car","passenger","HEV",6268
2025,3,"Q3 2025","Australia","Sports Car","passenger","HEV",12
2025,3,"Q3 2025","Australia","Large Car","passenger","ICE",308
2025,3,"Q3 2025","Australia","Medium Car","passenger","ICE",1588
2025,3,"Q3 2025","Australia","Small Car","passenger","ICE",17524
2025,3,"Q3 2025","Australia","Sports Car","passenger","ICE",2917
2025,3,"Q3 2025","Australia","Large Car","passenger","PHEV",93
2025,3,"Q3 2025","Australia","Medium Car","passenger","PHEV",60
2025,3,"Q3 2025","Australia","Small Car","passenger","PHEV",5
2025,3,"Q3 2025","Australia","Sports Car","passenger","PHEV",58
2025,3,"Q3 2025","Australia","People Mover","people_mover","BEV",246
2025,3,"Q3 2025","Australia","People Mover","people_mover","HEV",327
2025,3,"Q3 2025","Australia","People Mover","people_mover","ICE",3340
2025,3,"Q3 2025","Australia","Large SUV","SUV","BEV",1193
2025,3,"Q3 2025","Australia","Medium SUV","SUV","BEV",17868
2025,3,"Q3 2025","Australia","Small SUV","SUV","BEV",4061
2025,3,"Q3 2025","Australia","Medium SUV","SUV","FCEV",0
2025,3,"Q3 2025","Australia","Large SUV","SUV","HEV",4443
2025,3,"Q3 2025","Australia","Medium SUV","SUV","HEV",21271
2025,3,"Q3 2025","Australia","Small SUV","SUV","HEV",13822
2025,3,"Q3 2025","Australia","Large SUV","SUV","ICE",40943
2025,3,"Q3 2025","Australia","Medium SUV","SUV","ICE",33877
2025,3,"Q3 2025","Australia","Small SUV","SUV","ICE",47322
2025,3,"Q3 2025","Australia","Large SUV","SUV","PHEV",1318
2025,3,"Q3 2025","Australia","Medium SUV","SUV","PHEV",5713
2025,3,"Q3 2025","Australia","Small SUV","SUV","PHEV",359
2025,4,"Q4 2025","Australia","Ute (2WD)","light_commercial","BEV",16
2025,4,"Q4 2025","Australia","Ute (4WD)","light_commercial","BEV",10
2025,4,"Q4 2025","Australia","Van","light_commercial","BEV",111
2025,4,"Q4 2025","Australia","Ute (4WD)","light_commercial","HEV",220
2025,4,"Q4 2025","Australia","Ute (2WD)","light_commercial","ICE",5407
2025,4,"Q4 2025","Australia","Ute (4WD)","light_commercial","ICE",47152
2025,4,"Q4 2025","Australia","Van","light_commercial","ICE",5898
2025,4,"Q4 2025","Australia","Ute (4WD)","light_commercial","PHEV",4993
2025,4,"Q4 2025","Australia","Van","light_commercial","PHEV",32
2025,4,"Q4 2025","Australia","Large Car","passenger","BEV",404
2025,4,"Q4 2025","Australia","Medium Car","passenger","BEV",2389
2025,4,"Q4 2025","Australia","Small Car","passenger","BEV",1576
2025,4,"Q4 2025","Australia","Sports Car","passenger","BEV",20
2025,4,"Q4 2025","Australia","Large Car","passenger","FCEV",0
2025,4,"Q4 2025","Australia","Large Car","passenger","HEV",1
2025,4,"Q4 2025","Australia","Medium Car","passenger","HEV",2724
2025,4,"Q4 2025","Australia","Small Car","passenger","HEV",5978
2025,4,"Q4 2025","Australia","Sports Car","passenger","HEV",1
2025,4,"Q4 2025","Australia","Large Car","passenger","ICE",197
2025,4,"Q4 2025","Australia","Medium Car","passenger","ICE",1513
2025,4,"Q4 2025","Australia","Small Car","passenger","ICE",15658
2025,4,"Q4 2025","Australia","Sports Car","passenger","ICE",2117
2025,4,"Q4 2025","Australia","Large Car","passenger","PHEV",76
2025,4,"Q4 2025","Australia","Medium Car","passenger","PHEV",320
2025,4,"Q4 2025","Australia","Small Car","passenger","PHEV",16
2025,4,"Q4 2025","Australia","Sports Car","passenger","PHEV",84
2025,4,"Q4 2025","Australia","People Mover","people_mover","BEV",268
2025,4,"Q4 2025","Australia","People Mover","people_mover","HEV",843
2025,4,"Q4 2025","Australia","People Mover","people_mover","ICE",2796
2025,4,"Q4 2025","Australia","Large SUV","SUV","BEV",928
2025,4,"Q4 2025","Australia","Medium SUV","SUV","BEV",16685
2025,4,"Q4 2025","Australia","Small SUV","SUV","BEV",4419
2025,4,"Q4 2025","Australia","Medium SUV","SUV","FCEV",0
2025,4,"Q4 2025","Australia","Large SUV","SUV","HEV",4209
2025,4,"Q4 2025","Australia","Medium SUV","SUV","HEV",27051
2025,4,"Q4 2025","Australia","Small SUV","SUV","HEV",14431
2025,4,"Q4 2025","Australia","Large SUV","SUV","ICE",37114
2025,4,"Q4 2025","Australia","Medium SUV","SUV","ICE",33723
2025,4,"Q4 2025","Australia","Small SUV","SUV","ICE",40644
2025,4,"Q4 2025","Australia","Large SUV","SUV","PHEV",2121
2025,4,"Q4 2025","Australia","Medium SUV","SUV","PHEV",7054
2025,4,"Q4 2025","Australia","Small SUV","SUV","PHEV",715
2026,1,"Q1 2026","Australia","Ute (2WD)","light_commercial","BEV",32
2026,1,"Q1 2026","Australia","Ute (4WD)","light_commercial","BEV",36
2026,1,"Q1 2026","Australia","Van","light_commercial","BEV",118
2026,1,"Q1 2026","Australia","Ute (4WD)","light_commercial","HEV",263
2026,1,"Q1 2026","Australia","Ute (2WD)","light_commercial","ICE",5674
2026,1,"Q1 2026","Australia","Ute (4WD)","light_commercial","ICE",44114
2026,1,"Q1 2026","Australia","Van","light_commercial","ICE",5827
2026,1,"Q1 2026","Australia","Ute (4WD)","light_commercial","PHEV",4689
2026,1,"Q1 2026","Australia","Van","light_commercial","PHEV",49
2026,1,"Q1 2026","Australia","Large Car","passenger","BEV",207
2026,1,"Q1 2026","Australia","Medium Car","passenger","BEV",2849
2026,1,"Q1 2026","Australia","Small Car","passenger","BEV",3878
2026,1,"Q1 2026","Australia","Sports Car","passenger","BEV",8
2026,1,"Q1 2026","Australia","Large Car","passenger","FCEV",0
2026,1,"Q1 2026","Australia","Large Car","passenger","HEV",1
2026,1,"Q1 2026","Australia","Medium Car","passenger","HEV",3492
2026,1,"Q1 2026","Australia","Small Car","passenger","HEV",5704
2026,1,"Q1 2026","Australia","Sports Car","passenger","HEV",1
2026,1,"Q1 2026","Australia","Large Car","passenger","ICE",185
2026,1,"Q1 2026","Australia","Medium Car","passenger","ICE",1245
2026,1,"Q1 2026","Australia","Small Car","passenger","ICE",15923
2026,1,"Q1 2026","Australia","Sports Car","passenger","ICE",2662
2026,1,"Q1 2026","Australia","Large Car","passenger","PHEV",79
2026,1,"Q1 2026","Australia","Medium Car","passenger","PHEV",188
2026,1,"Q1 2026","Australia","Small Car","passenger","PHEV",4
2026,1,"Q1 2026","Australia","Sports Car","passenger","PHEV",63
2026,1,"Q1 2026","Australia","People Mover","people_mover","BEV",274
2026,1,"Q1 2026","Australia","People Mover","people_mover","HEV",1274
2026,1,"Q1 2026","Australia","People Mover","people_mover","ICE",2573
2026,1,"Q1 2026","Australia","Large SUV","SUV","BEV",597
2026,1,"Q1 2026","Australia","Medium SUV","SUV","BEV",19491
2026,1,"Q1 2026","Australia","Small SUV","SUV","BEV",6945
2026,1,"Q1 2026","Australia","Medium SUV","SUV","FCEV",0
2026,1,"Q1 2026","Australia","Large SUV","SUV","HEV",4011
2026,1,"Q1 2026","Australia","Medium SUV","SUV","HEV",17308
2026,1,"Q1 2026","Australia","Small SUV","SUV","HEV",14891
2026,1,"Q1 2026","Australia","Large SUV","SUV","ICE",32784
2026,1,"Q1 2026","Australia","Medium SUV","SUV","ICE",30599
2026,1,"Q1 2026","Australia","Small SUV","SUV","ICE",38953
2026,1,"Q1 2026","Australia","Large SUV","SUV","PHEV",4388
2026,1,"Q1 2026","Australia","Medium SUV","SUV","PHEV",9286
2026,1,"Q1 2026","Australia","Small SUV","SUV","PHEV",438
