"source_id","period","geography","vehicle_type","powertrain","sales","unit","period_type","metric","estimate_status","coverage_status","observation_level","preferred_for_projection","notes","source_grade","source_type","publisher","tesla_scope","powertrain_canonical","market_scope","row_quality","uncertainty_band_percent","lower_sales","upper_sales","projection_caveat"
"aaa_ev_index","2024","Australia","SUV","BEV",50796,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,50542,51050,""
"aaa_ev_index","2024","Australia","SUV","FCEV",1,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,1,1,""
"aaa_ev_index","2024","Australia","SUV","HEV",131803,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,131144,132462,""
"aaa_ev_index","2024","Australia","SUV","ICE",499787,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,497288,502286,""
"aaa_ev_index","2024","Australia","SUV","PHEV",22170,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,22059,22281,""
"aaa_ev_index","2024","Australia","SUV","total",704557,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,701034,708080,""
"aaa_ev_index","2024","Australia","total","BEV",91293,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,90837,91749,""
"aaa_ev_index","2024","Australia","total","FCEV",10,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,10,10,""
"aaa_ev_index","2024","Australia","total","HEV",172813,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,171949,173677,""
"aaa_ev_index","2024","Australia","total","ICE",895129,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,890653,899605,""
"aaa_ev_index","2024","Australia","total","PHEV",22980,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,22865,23095,""
"aaa_ev_index","2024","Australia","total","total",1182225,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","market_total",TRUE,"AAA EV Index light-vehicle market rollup across broad vehicle and fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,1176314,1188136,"light-vehicle market only; excludes heavy commercial"
"carexpert_2025_full","2025","Australia","heavy_commercial","total",45264,"vehicles","annual_sales","new_vehicle_sales","observed","source_reported_period","vehicle_type_total",TRUE,"Category breakdown includes Tesla and Polestar sales.","B","media_vfacts_quote","CarExpert","includes_tesla","total","heavy_commercial_only","direct_media_vfacts_quote",2,44359,46169,""
"aaa_ev_index","2025","Australia","light_commercial","BEV",545,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,542,548,""
"aaa_ev_index","2025","Australia","light_commercial","HEV",1187,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,1181,1193,""
"aaa_ev_index","2025","Australia","light_commercial","ICE",245873,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,244644,247102,""
"aaa_ev_index","2025","Australia","light_commercial","PHEV",20634,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,20531,20737,""
"aaa_ev_index","2025","Australia","light_commercial","total",268239,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,266898,269580,""
"aaa_ev_index","2025","Australia","passenger","BEV",22136,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,22025,22247,""
"aaa_ev_index","2025","Australia","passenger","FCEV",2,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,2,2,""
"aaa_ev_index","2025","Australia","passenger","HEV",35818,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,35639,35997,""
"aaa_ev_index","2025","Australia","passenger","ICE",90800,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,90346,91254,""
"aaa_ev_index","2025","Australia","passenger","PHEV",1184,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,1178,1190,""
"aaa_ev_index","2025","Australia","passenger","total",149940,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,149190,150690,""
"aaa_ev_index","2025","Australia","people_mover","BEV",771,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,767,775,""
"aaa_ev_index","2025","Australia","people_mover","HEV",2447,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,2435,2459,""
"aaa_ev_index","2025","Australia","people_mover","ICE",11689,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,11631,11747,""
"aaa_ev_index","2025","Australia","people_mover","total",14907,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,14832,14982,""
"aaa_ev_index","2025","Australia","SUV","BEV",79818,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,79419,80217,""
"aaa_ev_index","2025","Australia","SUV","FCEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,0,0,""
"aaa_ev_index","2025","Australia","SUV","HEV",159681,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,158883,160479,""
"aaa_ev_index","2025","Australia","SUV","ICE",486532,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,484099,488965,""
"aaa_ev_index","2025","Australia","SUV","PHEV",31666,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,31508,31824,""
"aaa_ev_index","2025","Australia","SUV","total",757697,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,753909,761485,""
"aaa_ev_index","2025","Australia","total","BEV",103270,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,102754,103786,""
"aaa_ev_index","2025","Australia","total","FCEV",2,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,2,2,""
"aaa_ev_index","2025","Australia","total","HEV",199133,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,198137,200129,""
"aaa_ev_index","2025","Australia","total","ICE",834894,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,830720,839068,""
"aaa_ev_index","2025","Australia","total","PHEV",53484,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,53217,53751,""
"aaa_ev_index","2025","Australia","total","total",1190783,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","market_total",TRUE,"AAA EV Index light-vehicle market rollup across broad vehicle and fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,1184829,1196737,"light-vehicle market only; excludes heavy commercial"
"aaa_ev_index","2026","Australia","light_commercial","BEV",186,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_partial",3,180,192,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","light_commercial","HEV",263,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_partial",3,255,271,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","light_commercial","ICE",55615,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_partial",3,53947,57283,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","light_commercial","PHEV",4738,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_partial",3,4596,4880,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","light_commercial","total",60802,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_partial",3,58978,62626,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","passenger","BEV",6942,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_partial",3,6734,7150,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","passenger","FCEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_partial",3,0,0,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","passenger","HEV",9198,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_partial",3,8922,9474,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","passenger","ICE",20015,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_partial",3,19415,20615,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","passenger","PHEV",334,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_partial",3,324,344,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","passenger","total",36489,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_partial",3,35394,37584,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","people_mover","BEV",274,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_partial",3,266,282,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","people_mover","HEV",1274,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_partial",3,1236,1312,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","people_mover","ICE",2573,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_partial",3,2496,2650,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","people_mover","total",4121,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_partial",3,3997,4245,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","SUV","BEV",27033,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_partial",3,26222,27844,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","SUV","FCEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_partial",3,0,0,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","SUV","HEV",36210,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_partial",3,35124,37296,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","SUV","ICE",102336,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_partial",3,99266,105406,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","SUV","PHEV",14112,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_partial",3,13689,14535,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","SUV","total",179691,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_partial",3,174300,185082,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","total","BEV",34435,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_partial",3,33402,35468,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","total","FCEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_partial",3,0,0,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","total","HEV",46945,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_partial",3,45537,48353,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","total","ICE",180539,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_partial",3,175123,185955,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","total","PHEV",19184,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_partial",3,18608,19760,"partial year; do not compare with full-year totals without annualisation"
"aaa_ev_index","2026","Australia","total","total",281103,"vehicles","annual_sales","new_vehicle_sales","observed","partial_year","market_total",TRUE,"AAA EV Index light-vehicle market rollup across broad vehicle and fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_partial",3,272670,289536,"partial year; do not compare with full-year totals without annualisation"
