"source_id","period","geography","vehicle_type","powertrain","sales","unit","period_type","metric","estimate_status","coverage_status","observation_level","preferred_for_projection","notes","source_grade","source_type","publisher","tesla_scope","powertrain_canonical","market_scope","row_quality","uncertainty_band_percent","lower_sales","upper_sales","projection_caveat","projection_ready"
"aaa_ev_index","2022","Australia","total","total",1030967,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","market_total",TRUE,"AAA EV Index light-vehicle market rollup across broad vehicle and fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,1025812,1036122,"light-vehicle market only; excludes heavy commercial",TRUE
"aaa_ev_index","2022","Australia","total","BEV",33410,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,33243,33577,"",TRUE
"aaa_ev_index","2022","Australia","total","FCEV",15,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,15,15,"",TRUE
"aaa_ev_index","2022","Australia","total","HEV",81786,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,81377,82195,"",TRUE
"aaa_ev_index","2022","Australia","total","ICE",909819,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,905270,914368,"",TRUE
"aaa_ev_index","2022","Australia","total","PHEV",5937,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,5907,5967,"",TRUE
"aaa_ev_index","2022","Australia","light_commercial","BEV",53,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,53,53,"",TRUE
"aaa_ev_index","2022","Australia","light_commercial","HEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,0,0,"",TRUE
"aaa_ev_index","2022","Australia","light_commercial","ICE",253226,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,251960,254492,"",TRUE
"aaa_ev_index","2022","Australia","light_commercial","PHEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,0,0,"",TRUE
"aaa_ev_index","2022","Australia","passenger","BEV",14520,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,14447,14593,"",TRUE
"aaa_ev_index","2022","Australia","passenger","FCEV",14,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,14,14,"",TRUE
"aaa_ev_index","2022","Australia","passenger","HEV",26699,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,26566,26832,"",TRUE
"aaa_ev_index","2022","Australia","passenger","ICE",149377,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,148630,150124,"",TRUE
"aaa_ev_index","2022","Australia","passenger","PHEV",412,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,410,414,"",TRUE
"aaa_ev_index","2022","Australia","people_mover","BEV",13,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,13,13,"",TRUE
"aaa_ev_index","2022","Australia","people_mover","HEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,0,0,"",TRUE
"aaa_ev_index","2022","Australia","people_mover","ICE",12021,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,11961,12081,"",TRUE
"aaa_ev_index","2022","Australia","SUV","BEV",18824,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,18730,18918,"",TRUE
"aaa_ev_index","2022","Australia","SUV","FCEV",1,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,1,1,"",TRUE
"aaa_ev_index","2022","Australia","SUV","HEV",55087,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,54812,55362,"",TRUE
"aaa_ev_index","2022","Australia","SUV","ICE",495195,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,492719,497671,"",TRUE
"aaa_ev_index","2022","Australia","SUV","PHEV",5525,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,5497,5553,"",TRUE
"carexpert_2022_full","2022","Australia","heavy_commercial","total",47359,"vehicles","annual_sales","new_vehicle_sales","observed","source_reported_period","vehicle_type_total",TRUE,"Category breakdown.","B","media_vfacts_quote","CarExpert","unknown_or_mixed","total","heavy_commercial_only","direct_media_vfacts_quote",2,46412,48306,"",TRUE
"aaa_ev_index","2022","Australia","light_commercial","total",253279,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,252013,254545,"",TRUE
"aaa_ev_index","2022","Australia","passenger","total",191022,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,190067,191977,"",TRUE
"aaa_ev_index","2022","Australia","people_mover","total",12034,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,11974,12094,"",TRUE
"aaa_ev_index","2022","Australia","SUV","total",574632,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,571759,577505,"",TRUE
"aaa_ev_index","2023","Australia","total","total",1162013,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","market_total",TRUE,"AAA EV Index light-vehicle market rollup across broad vehicle and fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,1156203,1167823,"light-vehicle market only; excludes heavy commercial",TRUE
"aaa_ev_index","2023","Australia","total","BEV",87217,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,86781,87653,"",TRUE
"aaa_ev_index","2023","Australia","total","FCEV",6,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,6,6,"",TRUE
"aaa_ev_index","2023","Australia","total","HEV",98439,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,97947,98931,"",TRUE
"aaa_ev_index","2023","Australia","total","ICE",965132,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,960306,969958,"",TRUE
"aaa_ev_index","2023","Australia","total","PHEV",11219,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,11163,11275,"",TRUE
"aaa_ev_index","2023","Australia","light_commercial","BEV",212,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,211,213,"",TRUE
"aaa_ev_index","2023","Australia","light_commercial","HEV",20,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,20,20,"",TRUE
"aaa_ev_index","2023","Australia","light_commercial","ICE",270958,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,269603,272313,"",TRUE
"aaa_ev_index","2023","Australia","light_commercial","PHEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,0,0,"",TRUE
"aaa_ev_index","2023","Australia","passenger","BEV",29437,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,29290,29584,"",TRUE
"aaa_ev_index","2023","Australia","passenger","FCEV",6,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,6,6,"",TRUE
"aaa_ev_index","2023","Australia","passenger","HEV",28674,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,28531,28817,"",TRUE
"aaa_ev_index","2023","Australia","passenger","ICE",138181,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,137490,138872,"",TRUE
"aaa_ev_index","2023","Australia","passenger","PHEV",512,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,509,515,"",TRUE
"aaa_ev_index","2023","Australia","people_mover","BEV",42,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,42,42,"",TRUE
"aaa_ev_index","2023","Australia","people_mover","HEV",41,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,41,41,"",TRUE
"aaa_ev_index","2023","Australia","people_mover","ICE",14468,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,14396,14540,"",TRUE
"aaa_ev_index","2023","Australia","SUV","BEV",57526,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,57238,57814,"",TRUE
"aaa_ev_index","2023","Australia","SUV","FCEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,0,0,"",TRUE
"aaa_ev_index","2023","Australia","SUV","HEV",69704,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,69355,70053,"",TRUE
"aaa_ev_index","2023","Australia","SUV","ICE",541525,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,538817,544233,"",TRUE
"aaa_ev_index","2023","Australia","SUV","PHEV",10707,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,10653,10761,"",TRUE
"carexpert_2023_full","2023","Australia","heavy_commercial","total",51772,"vehicles","annual_sales","new_vehicle_sales","observed","source_reported_period","vehicle_type_total",TRUE,"Category breakdown.","B","media_vfacts_quote","CarExpert","unknown_or_mixed","total","heavy_commercial_only","direct_media_vfacts_quote",2,50737,52807,"",TRUE
"aaa_ev_index","2023","Australia","light_commercial","total",271190,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,269834,272546,"",TRUE
"aaa_ev_index","2023","Australia","passenger","total",196810,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,195826,197794,"",TRUE
"aaa_ev_index","2023","Australia","people_mover","total",14551,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,14478,14624,"",TRUE
"aaa_ev_index","2023","Australia","SUV","total",679462,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_total",TRUE,"AAA EV Index rollup across fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,676065,682859,"",TRUE
"aaa_ev_index","2024","Australia","total","total",1182225,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","market_total",TRUE,"AAA EV Index light-vehicle market rollup across broad vehicle and fuel types.","A","official_dashboard","Australian Automobile Association","includes_tesla","total","light_vehicle","direct_dashboard_complete",0.5,1176314,1188136,"light-vehicle market only; excludes heavy commercial",TRUE
"aaa_ev_index","2024","Australia","total","BEV",91293,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,90837,91749,"",TRUE
"aaa_ev_index","2024","Australia","total","FCEV",10,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,10,10,"",TRUE
"aaa_ev_index","2024","Australia","total","HEV",172813,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,171949,173677,"",TRUE
"aaa_ev_index","2024","Australia","total","ICE",895129,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,890653,899605,"",TRUE
"aaa_ev_index","2024","Australia","total","PHEV",22980,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","powertrain_total",TRUE,"AAA EV Index rollup across broad light-vehicle types.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,22865,23095,"",TRUE
"aaa_ev_index","2024","Australia","light_commercial","BEV",362,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,360,364,"",TRUE
"aaa_ev_index","2024","Australia","light_commercial","HEV",826,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,822,830,"",TRUE
"aaa_ev_index","2024","Australia","light_commercial","ICE",265406,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,264079,266733,"",TRUE
"aaa_ev_index","2024","Australia","light_commercial","PHEV",0,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,0,0,"",TRUE
"aaa_ev_index","2024","Australia","passenger","BEV",40083,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","BEV","light_vehicle","direct_dashboard_complete",0.5,39883,40283,"",TRUE
"aaa_ev_index","2024","Australia","passenger","FCEV",9,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","FCEV","light_vehicle","direct_dashboard_complete",0.5,9,9,"",TRUE
"aaa_ev_index","2024","Australia","passenger","HEV",39195,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","HEV","light_vehicle","direct_dashboard_complete",0.5,38999,39391,"",TRUE
"aaa_ev_index","2024","Australia","passenger","ICE",117323,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","ICE","light_vehicle","direct_dashboard_complete",0.5,116736,117910,"",TRUE
"aaa_ev_index","2024","Australia","passenger","PHEV",810,"vehicles","annual_sales","new_vehicle_sales","observed","complete_year","vehicle_type_powertrain",TRUE,"AAA EV Index direct annual aggregation from state/model/vehicle-type/fuel quarterly rows.","A","official_dashboard","Australian Automobile Association","includes_tesla","PHEV","light_vehicle","direct_dashboard_complete",0.5,806,814,"",TRUE
