"period","stock_date","geography","state","vehicle_type","powertrain","stock","unit","period_type","metric","source_id","market_scope","coverage_status","notes"
2023,"2023-01-31","state:OTHER","OTHER","light_vehicle","total",47895,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2023,"2023-01-31","state:QLD","QLD","light_vehicle","BEV",15330,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:QLD","QLD","light_vehicle","HEV_or_PHEV",72037,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:QLD","QLD","light_vehicle","ICE",4052044,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:QLD","QLD","light_vehicle","total",4139411,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2023,"2023-01-31","state:SA","SA","light_vehicle","BEV",3250,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:SA","SA","light_vehicle","HEV_or_PHEV",26183,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:SA","SA","light_vehicle","ICE",1397011,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:SA","SA","light_vehicle","total",1426444,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2023,"2023-01-31","state:TAS","TAS","light_vehicle","BEV",1495,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:TAS","TAS","light_vehicle","HEV_or_PHEV",5876,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:TAS","TAS","light_vehicle","ICE",476686,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:TAS","TAS","light_vehicle","total",484057,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2023,"2023-01-31","state:VIC","VIC","light_vehicle","BEV",19192,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:VIC","VIC","light_vehicle","HEV_or_PHEV",84252,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:VIC","VIC","light_vehicle","ICE",4842460,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:VIC","VIC","light_vehicle","total",4945904,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2023,"2023-01-31","state:WA","WA","light_vehicle","BEV",7029,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:WA","WA","light_vehicle","HEV_or_PHEV",36149,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:WA","WA","light_vehicle","ICE",2140296,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2023,"2023-01-31","state:WA","WA","light_vehicle","total",2183474,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","Australia",NA,"light_vehicle","BEV",159920,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to national total."
2024,"2024-01-31","Australia",NA,"light_vehicle","HEV_or_PHEV",479937,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to national total."
2024,"2024-01-31","Australia",NA,"light_vehicle","ICE",19122124,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to national total."
2024,"2024-01-31","Australia",NA,"light_vehicle","total",19761981,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:ACT","ACT","light_vehicle","BEV",6467,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:ACT","ACT","light_vehicle","HEV_or_PHEV",11768,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:ACT","ACT","light_vehicle","ICE",300249,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:ACT","ACT","light_vehicle","total",318484,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:NSW","NSW","light_vehicle","BEV",49768,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:NSW","NSW","light_vehicle","HEV_or_PHEV",161980,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:NSW","NSW","light_vehicle","ICE",5464456,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:NSW","NSW","light_vehicle","total",5676204,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:NT","NT","light_vehicle","BEV",464,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:NT","NT","light_vehicle","HEV_or_PHEV",3681,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:NT","NT","light_vehicle","ICE",147188,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:NT","NT","light_vehicle","total",151333,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:OTHER","OTHER","light_vehicle","BEV",616,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:OTHER","OTHER","light_vehicle","HEV_or_PHEV",1882,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:OTHER","OTHER","light_vehicle","ICE",47010,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:OTHER","OTHER","light_vehicle","total",49508,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:QLD","QLD","light_vehicle","BEV",34495,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:QLD","QLD","light_vehicle","HEV_or_PHEV",95697,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:QLD","QLD","light_vehicle","ICE",4148122,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:QLD","QLD","light_vehicle","total",4278314,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:SA","SA","light_vehicle","BEV",7624,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:SA","SA","light_vehicle","HEV_or_PHEV",33841,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:SA","SA","light_vehicle","ICE",1424754,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:SA","SA","light_vehicle","total",1466219,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:TAS","TAS","light_vehicle","BEV",3139,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:TAS","TAS","light_vehicle","HEV_or_PHEV",7550,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:TAS","TAS","light_vehicle","ICE",483043,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:TAS","TAS","light_vehicle","total",493732,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:VIC","VIC","light_vehicle","BEV",41546,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:VIC","VIC","light_vehicle","HEV_or_PHEV",114127,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:VIC","VIC","light_vehicle","ICE",4907595,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:VIC","VIC","light_vehicle","total",5063268,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2024,"2024-01-31","state:WA","WA","light_vehicle","BEV",15801,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:WA","WA","light_vehicle","HEV_or_PHEV",49411,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:WA","WA","light_vehicle","ICE",2199707,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2024,"2024-01-31","state:WA","WA","light_vehicle","total",2264919,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","Australia",NA,"light_vehicle","BEV",249873,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to national total."
2025,"2025-01-31","Australia",NA,"light_vehicle","HEV_or_PHEV",707331,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to national total."
2025,"2025-01-31","Australia",NA,"light_vehicle","ICE",19303869,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to national total."
2025,"2025-01-31","Australia",NA,"light_vehicle","total",20261073,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:ACT","ACT","light_vehicle","BEV",9955,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:ACT","ACT","light_vehicle","HEV_or_PHEV",16350,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:ACT","ACT","light_vehicle","ICE",298267,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:ACT","ACT","light_vehicle","total",324572,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:NSW","NSW","light_vehicle","BEV",74575,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:NSW","NSW","light_vehicle","HEV_or_PHEV",233977,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:NSW","NSW","light_vehicle","ICE",5465039,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:NSW","NSW","light_vehicle","total",5773591,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:NT","NT","light_vehicle","BEV",787,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:NT","NT","light_vehicle","HEV_or_PHEV",5643,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:NT","NT","light_vehicle","ICE",146888,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:NT","NT","light_vehicle","total",153318,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:OTHER","OTHER","light_vehicle","BEV",973,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:OTHER","OTHER","light_vehicle","HEV_or_PHEV",2473,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:OTHER","OTHER","light_vehicle","ICE",46504,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:OTHER","OTHER","light_vehicle","total",49950,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:QLD","QLD","light_vehicle","BEV",53245,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:QLD","QLD","light_vehicle","HEV_or_PHEV",138737,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:QLD","QLD","light_vehicle","ICE",4210672,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:QLD","QLD","light_vehicle","total",4402654,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:SA","SA","light_vehicle","BEV",12909,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:SA","SA","light_vehicle","HEV_or_PHEV",47882,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:SA","SA","light_vehicle","ICE",1438068,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:SA","SA","light_vehicle","total",1498859,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:TAS","TAS","light_vehicle","BEV",4422,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:TAS","TAS","light_vehicle","HEV_or_PHEV",11962,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:TAS","TAS","light_vehicle","ICE",482729,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:TAS","TAS","light_vehicle","total",499113,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:VIC","VIC","light_vehicle","BEV",66880,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:VIC","VIC","light_vehicle","HEV_or_PHEV",175646,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:VIC","VIC","light_vehicle","ICE",4972051,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:VIC","VIC","light_vehicle","total",5214577,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
2025,"2025-01-31","state:WA","WA","light_vehicle","BEV",26127,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:WA","WA","light_vehicle","HEV_or_PHEV",74661,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:WA","WA","light_vehicle","ICE",2243651,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated from postcode rows to state."
2025,"2025-01-31","state:WA","WA","light_vehicle","total",2344439,"registered_vehicles","annual_stock","registered_stock","aaa_ev_index_registration","light_vehicle","stock_as_at_31_january","AAA EV Index registration workbook aggregated across fuel types."
