period,geography,rank,make,model,vehicle_type_reported,sales,unit,source_id,notes
2020,Australia,50,Hyundai,Santa Fe,Large SUV,4615,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,51,Kia,Sorento,Large SUV,4547,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,52,Mitsubishi,Eclipse Cross,Small SUV,4517,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,53,Mercedes-Benz,GLC,Midsize SUV,4470,vehicles,carsguide_2020_top100,"Listed as Mercedes-Benz GLC wagon in source."
2020,Australia,54,Suzuki,Vitara,Small SUV,4386,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,55,BMW,X3,Midsize SUV,4360,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,56,Suzuki,Swift,Light car,4332,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,57,Audi,Q3,Small SUV,4090,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,58,Hyundai,iLoad,Van,3939,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,59,Kia,Picanto,Micro car,3891,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,60,Mazda,2,Light car,3790,vehicles,carsguide_2020_top100,"Listed as Mazda2 in source."
2020,Australia,61,Mazda,CX-8,Large SUV,3738,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,62,Hyundai,Venue,Small SUV,3678,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,63,Kia,Carnival,People-mover,3650,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,64,Volkswagen,Polo,Light car,3602,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,65,Volkswagen,Tiguan Allspace,Large SUV,3537,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,66,Lexus,NX,Midsize SUV,3518,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,67,BMW,3 Series,Midsize car,3406,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,68,Subaru,Impreza,Small car,3390,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,69,Mercedes-Benz,C-Class,Midsize car,3378,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,70,Suzuki,Baleno,Light car,3326,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,71,Ram,1500,Ute,3299,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,72,Volvo,XC40,Small SUV,3229,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,73,Mercedes-Benz,GLA,Small SUV,3173,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,74,BMW,X1,Small SUV,3060,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,75,Audi,Q5,Midsize SUV,2992,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,76,BMW,X5,Large SUV,2956,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,77,Ford,Mustang,Sports car,2923,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,78,Toyota,Fortuner,Large SUV,2883,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,79,Jeep,Grand Cherokee,Large SUV,2870,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,80,Volvo,XC60,Midsize SUV,2858,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,81,Mercedes-Benz,GLE,Large SUV,2854,vehicles,carsguide_2020_top100,"Listed as Mercedes-Benz GLE wagon in source."
2020,Australia,82,Nissan,Patrol,Upper Large SUV,2820,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,83,Audi,A3,Small car,2778,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,84,Honda,Jazz,Light car,2692,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,85,Volkswagen,T-Cross,Small SUV,2646,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,86,MG,HS,Midsize SUV,2600,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,87,Renault,Koleos,Midsize SUV,2408,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,88,Mitsubishi,Pajero,Large SUV,2399,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,89,Mercedes-Benz,X-Class,Ute,2386,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,90,Ford,Transit Custom,Van,2379,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,91,Suzuki,Jimny,Small SUV,2368,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,92,Holden,Trax,Small SUV,2314,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,93,BMW,1 Series,Small car,2309,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,94,Porsche,Macan,Midsize SUV,2158,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,95,Skoda,Octavia,Midsize car,2111,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,96,Mercedes-Benz,CLA,Small car,2082,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,97,Toyota,HiAce Commuter,Bus,2027,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,98,Haval,H2,Small SUV,1988,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,99,Ford,Escape,Midsize SUV,1971,vehicles,carsguide_2020_top100,"Top-100 model list."
2020,Australia,100,Lexus,RX,Large SUV,1879,vehicles,carsguide_2020_top100,"Top-100 model list."
2019,Australia,1,Toyota,Hilux,Ute,47759,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,2,Ford,Ranger,Ute,40960,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,3,Toyota,Corolla,Small car,30468,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,4,Hyundai,i30,Small car,28378,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,5,Mitsubishi,Triton,Ute,25819,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,6,Mazda,CX-5,Midsize SUV,25539,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,7,Mazda,3,Small car,24939,vehicles,carsguide_2019_top100,"Listed as Mazda3 in source."
2019,Australia,8,Toyota,RAV4,Midsize SUV,24260,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,9,Kia,Cerato,Small car,21757,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,10,Mitsubishi,ASX,Small SUV,20806,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,11,Nissan,X-Trail,Midsize SUV,19726,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,12,Toyota,Prado,Large SUV,18335,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,13,Hyundai,Tucson,Midsize SUV,18251,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,14,Mitsubishi,Outlander,Midsize SUV,17514,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,15,Holden,Colorado,Ute,17472,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,16,Isuzu,D-Max,Ute,16892,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,17,Toyota,Camry,Midsize car,16768,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,18,Subaru,Forester,Midsize SUV,15096,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,19,Mazda,CX-3,Small SUV,14813,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,20,Volkswagen,Golf,Small car,14355,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,21,Honda,CR-V,Midsize SUV,13810,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,22,Toyota,LandCruiser,Upper Large SUV,13802,vehicles,carsguide_2019_top100,"Listed as Toyota LandCruiser 200 Series in source."
2019,Australia,23,Kia,Sportage,Midsize SUV,13645,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,24,Nissan,Navara,Ute,13412,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,25,Hyundai,Kona,Small SUV,13342,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,26,Honda,HR-V,Small SUV,11731,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,27,Nissan,Qashqai,Small SUV,11653,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,28,Toyota,Kluger,Large SUV,11371,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,29,Mazda,BT-50,Ute,11357,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,30,Honda,Civic,Small car,10531,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,31,Subaru,XV,Small SUV,10062,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,32,Hyundai,Accent,Light car,9963,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,33,Toyota,Yaris,Light car,9853,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,34,Toyota,C-HR,Small SUV,9378,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,35,Toyota,LC70,Ute,9222,vehicles,carsguide_2019_top100,"Listed as Toyota LandCruiser 70 Series in source."
2019,Australia,36,Isuzu,MU-X,Large SUV,8419,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,37,Volkswagen,Amarok,Ute,8371,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,38,Mazda,2,Light car,8198,vehicles,carsguide_2019_top100,"Listed as Mazda2 in source."
2019,Australia,39,Volkswagen,Tiguan,Midsize SUV,7747,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,40,Subaru,Outback,Large SUV,7210,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,41,Mazda,CX-9,Large SUV,7168,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,42,Mitsubishi,Eclipse Cross,Small SUV,6998,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,43,Mercedes-Benz,C-Class,Midsize car,6798,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,44,Suzuki,Swift,Light car,6676,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,45,Kia,Carnival,People-mover,6493,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,46,Mitsubishi,Pajero Sport,Large SUV,6477,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,47,Kia,Rio,Light car,6270,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,48,Toyota,HiAce,Van,6127,vehicles,carsguide_2019_top100,"Listed as Toyota HiAce Van in source."
2019,Australia,49,Holden,Commodore,Large car,5915,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,50,Hyundai,Santa Fe,Large SUV,5857,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,51,Mercedes-Benz,GLC,Midsize SUV,5770,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,52,Volkswagen,Polo,Light car,5723,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,53,Ford,Everest,Large SUV,5333,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,54,Honda,Jazz,Light car,5263,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,55,Suzuki,Vitara,Small SUV,5253,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,56,Kia,Picanto,Micro car,5237,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,57,Holden,Trax,Small SUV,4808,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,58,Mercedes-Benz,A-Class,Small car,4689,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,59,Volkswagen,Tiguan Allspace,Large SUV,4665,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,60,BMW,X3,Midsize SUV,4583,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,61,Holden,Equinox,Midsize SUV,4562,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,62,Subaru,Impreza,Small car,4518,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,63,Holden,Astra,Small car,4188,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,64,Audi,Q5,Midsize SUV,4152,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,65,MG,MG3,Light car,4017,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,66,Ford,Mustang,Sports car,3948,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,67,Hyundai,iLoad,Van,3919,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,68,Kia,Sorento,Large SUV,3777,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,69,MG,ZS,Small SUV,3729,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,70,Ford,Focus,Small car,3682,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,71,LDV,T60,Ute,3529,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,72,BMW,X5,Large SUV,3498,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,73,Lexus,NX,Midsize SUV,3471,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,74,Volvo,XC60,Midsize SUV,3406,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,75,Audi,A3,Small car,3362,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,76,Ford,Escape,Midsize SUV,3326,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,77,BMW,3 Series,Midsize car,3135,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,78,Holden,Acadia,Large SUV,3125,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,79,Toyota,Fortuner,Large SUV,3033,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,80,Jeep,Grand Cherokee,Large SUV,2986,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,81,Volvo,XC40,Small SUV,2858,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,82,BMW,X1,Small SUV,2847,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,83,Mitsubishi,Pajero,Large SUV,2847,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,84,Holden,Trailblazer,Large SUV,2813,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,85,Nissan,Pathfinder,Large SUV,2712,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,86,Hyundai,Elantra,Small car,2644,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,87,Mazda,6,Midsize car,2612,vehicles,carsguide_2019_top100,"Listed as Mazda6 in source."
2019,Australia,88,Ram,1500,Ute,2609,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,89,Toyota,HiAce Commuter,Bus,2577,vehicles,carsguide_2019_top100,"Listed as Toyota HiAce Bus in source."
2019,Australia,90,Mercedes-Benz,GLA,Small SUV,2562,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,91,Mazda,CX-8,Large SUV,2551,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,92,Renault,Koleos,Midsize SUV,2533,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,93,Mercedes-Benz,C-Class Coupe/Cabriolet,Midsize car,2496,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,94,Suzuki,Baleno,Light car,2277,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,95,BMW,1 Series,Small car,2269,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,96,Range Rover,Sport,Large SUV,2202,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,97,Mitsubishi,Lancer,Small car,2197,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,98,Land Rover,Discovery Sport,Midsize SUV,2185,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,99,Skoda,Kodiaq,Large SUV,2163,vehicles,carsguide_2019_top100,"Top-100 model list."
2019,Australia,100,Audi,Q2,Small SUV,2155,vehicles,carsguide_2019_top100,"Top-100 model list."
2025,Australia,1,Ford,Ranger,Ute,56555,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,2,Toyota,RAV4,Midsize SUV,51947,vehicles,carexpert_2025_full,"CarExpert notes RAV4 was hybrid in 2025."
2025,Australia,3,Toyota,Hilux,Ute,51297,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,4,Isuzu,D-Max,Ute,26839,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,5,Ford,Everest,Large SUV,26161,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,6,Toyota,Prado,Large SUV,26106,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,7,Hyundai,Kona,Small SUV,22769,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,8,Mazda,CX-5,Midsize SUV,22742,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,9,Mitsubishi,Outlander,Midsize SUV,22459,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,10,Tesla,Model Y,Midsize SUV,22239,vehicles,carexpert_2025_full,"Top-20 model list; best-selling EV."
2025,Australia,11,Chery,Tiggo 4,Small SUV,20149,vehicles,carexpert_2025_full,"Listed as Chery Tiggo 4 in CarExpert top models."
2025,Australia,12,Hyundai,Tucson,Midsize SUV,20145,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,13,MG,ZS,Small SUV,20000,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,14,GWM Haval,Jolion,Small SUV,19413,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,15,Kia,Sportage,Midsize SUV,19137,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,16,Toyota,Corolla,Small car,18968,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,17,Mitsubishi,Triton,Ute,18900,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,18,BYD,Shark 6,Ute,18073,vehicles,carexpert_2025_full,"Top-20 model list; PHEV ute."
2025,Australia,19,Nissan,X-Trail,Midsize SUV,15708,vehicles,carexpert_2025_full,"Top-20 model list."
2025,Australia,20,Isuzu,MU-X,Large SUV,15458,vehicles,carexpert_2025_full,"Top-20 model list."
2026-04,Australia,1,Toyota,RAV4,Midsize SUV,3729,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,2,Ford,Ranger,Ute,3661,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,3,Toyota,Hilux,Ute,2835,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,4,Chery,Tiggo 4,Small SUV,2379,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,5,Hyundai,Kona,Small SUV,2158,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,6,Toyota,Prado,Large SUV,1870,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,7,BYD,Sealion 7,Midsize SUV,1780,vehicles,chasingcars_2026_apr,"April 2026 top model list; BEV."
2026-04,Australia,8,GWM Haval,Jolion,Small SUV,1754,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,9,Ford,Everest,Large SUV,1585,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-04,Australia,10,Mitsubishi,Outlander,Midsize SUV,1540,vehicles,chasingcars_2026_apr,"April 2026 top model list."
2026-05,Australia,1,Tesla,Model Y,Midsize SUV,5605,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,2,Ford,Ranger,Ute,4474,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,3,Toyota,Hilux,Ute,4005,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,4,Toyota,RAV4,Midsize SUV,3865,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,5,Hyundai,Kona,Small SUV,2291,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,6,Hyundai,Tucson,Midsize SUV,2287,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,7,Jaecoo,J5,Small SUV,2171,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,8,Chery,Tiggo 4,Small SUV,2123,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,9,Isuzu,D-Max,Ute,1916,vehicles,chasingcars_2026_may,"May 2026 top model list."
2026-05,Australia,10,Ford,Everest,Large SUV,1876,vehicles,chasingcars_2026_may,"May 2026 top model list."
